text,label
"Since claudin-low tumors possess features of stem cells [<|cit|>]. Since claudin-low tumors possess features of stem cells [7], it is possible that the tumors that regress and recur or onl [SEP] Claudin-low tumors are characterized by the low to absent expression of luminal differentiation markers, high enrichment for epithelial-to-mesenchymal transition markers, immune response genes and cancer stem cell-like features.",ACCURATE
"we used previously published gene lists describing stroma [<|other_cit|>], breast stem cells [<|other_cit|>], myoepithelial cells [<|other_cit|>], progenitor cells [<|other_cit|>], mesenchymal cells [<|other_cit|>], high-risk normal cells [<|other_cit|>], epithelial cells from parous women [<|other_cit|>], intrinsic genelist [<|other_cit|>] and a genelist for prediction of the claudin-low subtype [<|cit|>] [SEP] ### Claudin-low and normal breast Euclidian centroid-based predictors To robustly identify claudin-low samples, we built two predictors on the basis of either our human tumor data or the cell line data of Neve et al. [21]. To build a predictor, we first selected those genes that were significantly differentially expressed between claudin-low tumors defined by SigClust [22] (or cell lines) and all other subtypes using a two-class, unpaired SAM, with < 5% false discovery rate (FDR). Then we used these gene lists and calculated a claudin-low centroid and an ""others"" centroid from the training data. For every sample, we calculated the Euclidean distances to the two centroids and assigned the class of the nearest centroid. Using the same methodology, we also built a normal breast predictor by selecting those genes that were significantly differentially expressed between normal breast tissues and breast tumors using a two-class, unpaired SAM, with 0% FDR.",ACCURATE
"Claudin-low tumors express mesenchymal genes such as Twist1, Twist2, Zeb1, Zeb2, Slug and Snail and low levels of E-cadherin and claudins 3, 4 and 7 [<|multi_cit|>,7 [SEP] Concordant with the expression of markers of mesenchyme and immunity, we observed high expression of stromal-specific and lymphocyte- or granulocyte- specific gene signatures in claudin-low tumors compared to the other intrinsic subtypes [16,17,19] (Figure 1b, Figure S2 in Additional file 1). These findings, together with the low expression of epithelial cell-cell adhesion molecules such as E-cadherin, are consistent with an EMT (changes in cell phenotype between epithelial and mesenchymal states) [31] in claudin-low tumors and a potential recruitment of multiple types of leukocytes into these tumors. These cell lines showed low expression of the ER, HER2 and claudin 3, claudin 4 and claudin 7 (Figure S4 in Additional file 1). We identified those genes whose expression distinguished each human tumor subtype using significance analysis of microarrays (SAM) in our UNC337 tumor database, including a list defining the normal breast-like group (Figure 2a). (a) Classical markers used to characterize breast tumors are shown for mRNA expression levels for basal markers (keratins 5 [KRT5], 14 [KRT14] and 17 [KRT17]), luminal markers (keratins 18 [KRT18] and 19 [KRT19]), ER (ESR1), PR, GATA3 and HER2 (ERBB2). Right: Box-and-whisker plot for expression of the luminal and proliferation gene signatures. (b) Markers of EMT (vimentin [VIM], Snail-1 [SNAI1], Snail-2 [SNAI2], TWIST1, TWIST2, ZEB1, ZEB2, E-cadherin [CDH1], and claudins 3 [CLDN3], 4 [CLDN4] and 7 [CLDN7]). Indeed, expression of EMT-inducing transcription factors SNAI1 [33] or TWIST1 [33] or repression of E-cadherin [43] in mammary epithelial cells increases the number of stem cells, and these and other EMT-inducing transcription factors such as ZEB2 and TWIST2, as well as the mesenchymal marker vimentin, are expressed at higher levels in CD44+CD24-/low stem cell-like cells than in more differentiated epithelial CD44-CD24\+ cells [18,33]. Consistent with this finding, we observed a high mRNA expression of known transcriptional repressors of E-cadherin such as SNAI1, SNAI2, TWIST1, TWIST2, ZEB1 and ZEB2, and other EMT-inducing factors such as hypoxia-inducible factor-1a in claudin-low tumors [31] (Figure 1b, Figure S2 in Additional file 1).",ACCURATE
"Claudin-low carcinomas and representative cell lines are characterized by a down-regulation of epithelial junction proteins, such as cadherins and claudins <|cit|>. [SEP] In 2007, we identified a new molecular subtype, referred to as claudin- low, using 13 samples [5]. These distinct tumors were found in both human and murine breast tumor data sets and were characterized by the low gene expression of tight junction proteins claudin 3, 4 and 7 and E-cadherin, a calcium-dependent cell-cell adhesion glycoprotein. Concordant with the expression of markers of mesenchyme and immunity, we observed high expression of stromal-specific and lymphocyte- or granulocyte- specific gene signatures in claudin-low tumors compared to the other intrinsic subtypes [16,17,19] (Figure 1b, Figure S2 in Additional file 1). These findings, together with the low expression of epithelial cell-cell adhesion molecules such as E-cadherin, are consistent with an EMT (changes in cell phenotype between epithelial and mesenchymal states) [31] in claudin-low tumors and a potential recruitment of multiple types of leukocytes into these tumors. These cell lines showed low expression of the ER, HER2 and claudin 3, claudin 4 and claudin 7 (Figure S4 in Additional file 1). We identified those genes whose expression distinguished each human tumor subtype using significance analysis of microarrays (SAM) in our UNC337 tumor database, including a list defining the normal breast-like group (Figure 2a).",ACCURATE
"Although a number of human tumor cell lines have been identified as sharing features of claudin-low tumors (MDA-MB-435, MDA-MB-436, Hs578T, BT549, MDA-MB-231, MDA-MB-157, SUM1315MO2, SUM159PT and HBL100), fewer claudin-low, murine mammary tumor cell lines have been established [<|cit|>] [SEP] These nine murine claudin-low tumor samples were derived from six different mouse models (Brca1Co/Co;TgMMTV-Cre;p53+/-, DMBA-induced, p53-/- transplant, p53+/- IR, TgMMTV-Neu and TgWAP-T121) and overall showed similar enrichment for EMT markers and human mesenchymal and stem cell-like signatures, including decreased expression of proliferative- and luminal-associated genes (Figure S6 in Additional file 1). These cell lines showed low expression of the ER, HER2 and claudin 3, claudin 4 and claudin 7 (Figure S4 in Additional file 1). We identified those genes whose expression distinguished each human tumor subtype using significance analysis of microarrays (SAM) in our UNC337 tumor database, including a list defining the normal breast-like group (Figure 2a).",ACCURATE
"Recent advances in the field suggest that breast tumors belonging to the claudin-low and basal-like intrinsic subtypes are particularly enriched in TIC cell signatures [<|multi_cit|>]. [SEP] These distinct tumors were found in both human and murine breast tumor data sets and were characterized by the low gene expression of tight junction proteins claudin 3, 4 and 7 and E-cadherin, a calcium-dependent cell-cell adhesion glycoprotein. More recently, a tumor initiating cell (TIC) genomic signature derived from CD44+/CD24-/low-sorted cells and mammospheres obtained from primary human breast tumors was found to be exclusively enriched by gene expression in the claudin-low subtype [6,7], and the expression of this CD44+/CD24-/low/claudin-low profile increased in posttreatment samples after neoadjuvant chemotherapy or hormone therapy [7]. Overall, these studies suggest that the claudin-low tumor subtype lacks common epithelial cell features and is enriched for TIC features. Consistent with this finding, we observed a high mRNA expression of known transcriptional repressors of E-cadherin such as SNAI1, SNAI2, TWIST1, TWIST2, ZEB1 and ZEB2, and other EMT-inducing factors such as hypoxia-inducible factor-1a in claudin-low tumors [31] (Figure 1b, Figure S2 in Additional file 1). Thus, our data suggest that claudin-low tumors, compared with the other intrinsic breast tumor subtypes, are the most enriched for stem cell and/or TIC features, and on the basis of our vimentin immunofluorescence staining, it appears that these mesenchymal features are present within epithelial cells, which is a feature not seen in normal breast tissues.",ACCURATE
"Basal-like and Claudin-low carcinomas are mostly triple negative breast cancers (ER-PR-Her2-) associated with high resistance to chemotherapy and poor prognosis <|cit|>. [SEP] Thus, our data suggest that claudin-low tumors, compared with the other intrinsic breast tumor subtypes, are the most enriched for stem cell and/or TIC features, and on the basis of our vimentin immunofluorescence staining, it appears that these mesenchymal features are present within epithelial cells, which is a feature not seen in normal breast tissues. Claudin-low tumors are characterized by the low to absent expression of luminal differentiation markers, high enrichment for epithelial-to-mesenchymal transition markers, immune response genes and cancer stem cell-like features. Clinically, the majority of claudin-low tumors are poor prognosis estrogen receptor (ER)-negative, progesterone receptor (PR)-negative, and epidermal growth factor receptor 2 (HER2)-negative (triple negative) invasive ductal carcinomas with a high frequency of metaplastic and medullary differentiation. Notably, claudin-low tumors showed a lower pathological complete response (pCR) rate after anthracycline/taxane-based chemotherapy compared to basal-like tumors (38.9% vs. 73.3% pCR rates; P = 0.08, Fisher's exact test), but their pCR rate was higher than luminal A or B tumors; interestingly, the apparent pCR rate of the basal-like tumors increased from 59% (reported in Parker et al. [9]) to ~73% when the claudin- low subtype was included, because among 18 claudin-low tumors identified in this set, 12 (67%) of 18 of them were previously identified as basal-like and the response rate of this subgroup of patients was 41.7%.",ACCURATE
"Claudin-low tumors have been recently discovered through large-scale microarray analysis of breast cancer specimens <|multi_cit|>. [SEP] [21] were evident, with nine basal B cell lines clustering together with a node correlation of 0.59 (Figure S4 in Additional file 1). These cell lines showed low expression of the ER, HER2 and claudin 3, claudin 4 and claudin 7 (Figure S4 in Additional file 1).",ACCURATE
"The hypothesis that the cluster 1-samples are enriched for immature cells is further supported by the down-regulation of GATA3 seen in these samples compared to the cluster 2 samples (p = 3.8E-9), a protein that is also down-regulated in claudin-low samples [<|cit|>]. [SEP] [9] identified the major intrinsic molecular subtypes, including the claudin-low subtype (Figure S1 in Additional file 1). The validity of the claudin-low sample cluster was confirmed by parsing the dendogram with SigClust [22] (P < 0.001); notably, this clustering analysis placed the claudin-low tumors in close proximity to the basal-like subtype and was composed of 32 arrays, representing 32 patients (~12% of all patients).",ACCURATE
"These tumors have a prevalence of approximately 7-14% and a have a poor prognosis compared to luminal A tumors [<|cit|>] [SEP] To determine for the first time the clinical-pathological characteristics of human claudin-low breast tumors, we evaluated our breast cancer patient database (UNC337) and two independent gene expression data sets (NKI295 and MDACC133) [11-13] using the nine-cell line claudin-low predictor and the previously published PAM50 subtype predictor (Figure 3a) because these two objective centroid predictors have been demonstrated to be the most robust to classify breast tumors into discrete subtypes. Across all three databases, claudin-low tumors showed a prevalence of 7 to 14%, and were mostly ER-/PR-/HER2- (also known as triple-negative tumors, 61 to 71%). Across all three databases, claudin-low tumors showed a prevalence of 7 to 14%, and were mostly ER-/PR-/HER2- (also known as triple-negative tumors, 61 to 71%). Conversely, the majority of triple-negative tumors were either basal-like (39 to 54%) or claudin-low (25 to 39%), followed by HER2-enriched (7 to 14%), luminal B (4 to 7%), luminal A (4 to 5%) and normal breast-like (1%).",ACCURATE
the major three published transcriptomics studies on ASD brain tissue <|multi_cit|>. [SEP] # Transcriptomic Analysis of Autistic Brain Reveals Convergent Molecular Pathology,ACCURATE
"Differences in transcriptome organization between autistic and normal brain have been recently reported, including a neuronal module associated with ASD <|cit|>. [SEP] Moreover, using a published autism GWAS dataset, we show that the neuronal module is enriched for genetically associated variants, providing independent support for the causal involvement of these genes in autism.",ACCURATE
"These included a neuronal module that was enriched for genes with low GWAS P-values, suggesting that the differential expression of this module between cases and controls reflects a causal relationship <|cit|>. [SEP] Moreover, using a published autism GWAS dataset, we show that the neuronal module is enriched for genetically associated variants, providing independent support for the causal involvement of these genes in autism.",ACCURATE
"The most comprehensive transcriptomics study of ASD post-mortem brain to date (Voineagu et al) concludes that one of two significant co-expression networks is involved in immune function <|cit|>. [SEP] Here, we demonstrate consistent differences in transcriptome organization between autistic and normal brain by gene co-expression network analysis. Remarkably, regional patterns of gene expression that typically distinguish frontal and temporal cortex are significantly attenuated in the ASD brain, suggesting abnormalities in cortical patterning. We further identify discrete modules of co-expressed genes associated with autism: a neuronal module enriched for known autism susceptibility genes, including the neuronal specific splicing factor A2BP1/FOX1, and a module enriched for immune genes and glial markers.",ACCURATE
"The associations we uncovered in immune-related genes and the observed dysregulation of immune genes in ASD [<|cit|>] suggest that variation in a limited number of immune-function genes may be responsible for observed up-regulation of their immune downstream targets [SEP] Collectively, our results provide strong evidence for convergent molecular abnormalities in ASD, and implicate transcriptional and splicing dysregulation as underlying mechanisms of neuronal dysfunction in this disorder.",ACCURATE
"A recent whole genome transcriptomic analysis of autism brain suggested candidate pathways in immune regulation and alternative splicing regulation in the temporal cortex, frontal cortex, and cerebellar vermis <|cit|>. [SEP] For each individual, we profiled three regions previously implicated in autism5: superior temporal gyrus (STG /Brodmann’s area [BA] 41/42), prefrontal cortex (BA9) and cerebellar vermis.",ACCURATE
a TOM matrix was generated <|cit|>. [SEP] NO EVIDENCE,IRRELEVANT
"A lack of enrichment of genetic associations in immune-related genes has recently been reported [<|cit|>] [SEP] In contrast, the immune-glial module showed no enrichment for autism GWAS signals, indicating a non-genetic etiology for this process.",ACCURATE
"Voineagu et al.[<|cit|>], who used a complimentary approach to test for evidence of a genetic component for the up-regulation of immune response genes in the autistic brain using the same AGRE genotype data. [SEP] In contrast, the immune-glial module showed no enrichment for autism GWAS signals, indicating a non-genetic etiology for this process.",ACCURATE
"the neuronal module that was previously shown to be differentially expressed between cases and controls <|cit|>. [SEP] Moreover, using a published autism GWAS dataset, we show that the neuronal module is enriched for genetically associated variants, providing independent support for the causal involvement of these genes in autism. In contrast, the immune-glial module showed no enrichment for autism GWAS signals, indicating a non-genetic etiology for this process.",ACCURATE
"The comparison of findings between the present study and Voineagu et al. <|cit|>, have identified potential functional genomic abnormalities in autism, biological validation requires postmo [SEP] We show that the transcriptome changes observed in ASD brain converge with GWAS data in supporting the genetic basis of synaptic and neuronal signaling dysfunction in ASD, while immune changes have a less pronounced genetic component and thus are most likely either secondary phenomena or caused by environmental factors. Since immune molecules and cells such as microglia play a role in synaptic development and function26, we speculate that the observed immune up- regulation may be related to abnormal ongoing plasticity in ASD brain. We further identify discrete modules of co-expressed genes associated with autism: a neuronal module enriched for known autism susceptibility genes, including the neuronal specific splicing factor A2BP1/FOX1, and a module enriched for immune genes and glial markers.",NOT_ACCURATE
"Numerous genes of brain development and function have been associated with the pathophysiology of autism with varying levels of evidence; the specific genes that are implicated vary across studies <|multi_cit|>. [SEP] As a negative control, we performed the same set-enrichment analysis using two GWAS studies for non-psychiatric disease performed on the same genotyping platform: a genome-wide association for hair color23, and a GWAS study of Warfarin maintenance dose24 finding no significant enrichment of the association signal (Figure 4b, Supplementary Figure 4). These results indicate that (a) M12 consists of a set of genes that are supported by independent lines of evidence to be causally involved in ASD pathophysiology, and (b) the upregulation of immune response genes in the autistic brain observed by us and others25 has no evidence of a common genetic component.",ACCURATE
"Voineagu et al.[<|cit|>], who, included in their expression profiling study, used the AGRE data to perform an analysis searching for evidence of a genetic enrichment of immune loci. [SEP] These results indicate that (a) M12 consists of a set of genes that are supported by independent lines of evidence to be causally involved in ASD pathophysiology, and (b) the upregulation of immune response genes in the autistic brain observed by us and others25 has no evidence of a common genetic component. Figure 4 GWAS set enrichment analysis A. GWAS set enrichment analysis using the discovery AGRE cohort from Wang et al.27 For each gene set (DE genes, M12 and M16) the null distribution of the enrichment score generated by 10000 random permutations is shown (x-axis) and the enrichment score for the gene set is depicted by a red vertical line.",ACCURATE
"Testing for the enrichment of low GWAS P-values was performed using the discovery cohort of a previously published GWAS <|other_cit|>, which included 943 ASDs families. The analysis incorporated a previously published method <|other_cit|>, in a manner previously described <|cit|>. [SEP] NO EVIDENCE",IRRELEVANT
"biological validation requires postmortem studies, such as the present one and Voineagu et al. <|cit|>, [SEP] We analyzed post-mortem brain tissue samples from 19 autism cases and 17 controls from the Autism Tissue Project and the Harvard brain bank (Supplementary Table1) using Illumina microarrays.",ACCURATE
"Unique ProbeIDs of differentially expressed in the ‘initial’ dataset from Voineagu et al. <|cit|> (file = ‘nature10110-s3.xls’) were compared with the differential expression gene list in the present study comparing all autism and control cases. [SEP] A. Heatmap of top 200 genes differentially expressed between autism and control cortex samples. We identified 444 genes showing significant expression changes in autism cortex samples (DS1, Figure 1b), and only 2 genes differentially expressed (DE) between the autism and control groups in cerebellum (Methods), indicating that gene expression changes associated with autism were more pronounced in cerebral cortex, which became the focus of further analysis (Supplementary Table 2).",ACCURATE
This network analysis led to the identification of specific co-expression modules that are differentially expressed in ASD and controls <|cit|>. [SEP] A. Heatmap of top 200 genes differentially expressed between autism and control cortex samples. Scaled expression values are color-coded according to the legend on the left.,ACCURATE
"differentially expressed genes implicated recently by Voineagu et al. <|cit|>. [SEP] We identified 444 genes showing significant expression changes in autism cortex samples (DS1, Figure 1b), and only 2 genes differentially expressed (DE) between the autism and control groups in cerebellum (Methods), indicating that gene expression changes associated with autism were more pronounced in cerebral cortex, which became the focus of further analysis (Supplementary Table 2).",ACCURATE
"The top 300 differentially expressed probes were used to generate a non-redundant gene list and compared with two published differentially expressed autism gene lists in brain <|multi_cit|>). [SEP] To test whether our findings are more generalizable, and determine whether the autism-associated transcriptional differences observed are likely to be causal, versus collateral effects or environmentally-induced changes, we tested whether our co-expression modules or the DE genes show enrichment for autism genetic association signals. M12 showed highly significant enrichment for association signals (p = 5E-4), but neither M16 nor the list of DE genes showed such enrichment (Figure 4).",ACCURATE
"concordant changes in the differential expression in autism vs control were found for three of the genes (GPR56, HSPB1, BEX5) between this study and the work of others <|multi_cit|>. [SEP] NO EVIDENCE",IRRELEVANT
"with three examining ASD brain tissue on a genome-wide scale <|multi_cit|>, [SEP] M12 showed highly significant enrichment for association signals (p = 5E-4), but neither M16 nor the list of DE genes showed such enrichment (Figure 4). As a negative control, we performed the same set-enrichment analysis using two GWAS studies for non-psychiatric disease performed on the same genotyping platform: a genome-wide association for hair color23, and a GWAS study of Warfarin maintenance dose24 finding no significant enrichment of the association signal (Figure 4b, Supplementary Figure 4). Our system-level analysis of the ASD brain transcriptome demonstrates the existence of convergent molecular abnormalities in ASD for the first time, providing a molecular neuropathological basis for the disease, whose genetic, epigenetic, or environmental etiologies can now be directly explored. The genome-wide analysis performed here significantly extends previous findings implicating synaptic dysfunction, as well as microglial and immune dysregulation in ASD6 by providing an unbiased systematic assessment of transcriptional alterations and their genetic basis.",ACCURATE
"Remdesivir is a nucleotide analog antiviral medication that has activity against SARS-CoV and MERS-CoV, as well as other RNA viruses. It is a broad-spectrum agent which is an ideal starting therapy. In vitro studies demonstrate inhibitory activity toward cell entry of SARS-CoV-2.[<|multi_cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"Sheahan et al<|other_cit|> showed that another nucleoside analogue, remdesivir (GS-5734), presently under clinical trials for the Ebola virus, demonstrated inhibition of the replication of SARS-CoV-1 and MERS-CoV inprimary human airway epithelial cells. They also demonstrated broad-spectrum anti-CoV activity against bat-CoVs and human CoVs in primary human lung cells<|multi_cit|>. [SEP] The mechanism of RDV’s anti-MERS-CoV activity is likely through premature termination of viral RNA transcription as shown in biochemical assays using recombinant EBOV, NiV, and RSV polymerases18–20. In primary human lung epithelial cell cultures, RDV is potently antiviral against circulating contemporary human CoVs, SARS-CoV (EC50 = 0.07 µM), MERS-CoV (EC50 = 0.07 µM), and related zoonotic bat CoVs17,21.",IRRELEVANT
"Clinically known protease inhibitors such as disulfiram, lopinavir, and ritonavir have been reported to be active against Middle East respiratory syndrome (MERS) and severe acute respiratory syndrome coronavirus (SARS-COV).<|multi_cit|> [SEP] NO EVIDENCE",IRRELEVANT
"In mouse models of human disease, remdesivir is very effective at treating lethal SARS-CoV2 infection (<|other_cit|>) and MERS-CoV infection than combination lopinavir, ritonavir, and IFN-β (<|cit|>) [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",NOT_ACCURATE
"Remdesivir is a broad-spectrum antiviral active against various virus families, namely filoviruses (e.g., Ebola) and coronaviruses (e.g., SARS-CoV and MERS-CoV). Its prophylactic and therapeutic efficacy against coronaviruses was reported in preclinical models [<|multi_cit|>]. [SEP] In mice, both prophylactic and therapeutic RDV improve pulmonary function and reduce lung viral loads and severe lung pathology. In normal healthy mock-infected control mice (Fig. 3b), the alveolar air spaces are free of debris and inflammatory cells, the walls (i.e., septae) of the alveolar sac are thin which facilitates efficient gas exchange and rare neutrophils in circulation are seen in the capillaries within alveolar septae, but not in the air spaces.",ACCURATE
Remdesivir has strong anti-viral activity against SARS-CoV-2 in vitro and shows good anti-viral effects in both severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) animal models.[<|multi_cit|>] [SEP] NO EVIDENCE,IRRELEVANT
"Coronaviruses refer to single positive-stranded RNA viruses that roundly or ovally shaped (usually polymorphous) with envelope, which is characterized by the corolla shaped periphery protrusion on the viral envelope and is frequently associated with acute respiratory infections in humans that belong to a more sophisticated class of pathogens.[<|multi_cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"Lopinavir and ritonavir are protease inhibitors used in HIV infections. Their use in combination allows the increase in half-life of lopinavir by enzymatic induction[<|cit|>]. [SEP] LPV is a human immunodeficiency virus 1 (HIV-1) protease inhibitor that is usually combined with RTV to increase LPV half-life through the inhibition of cytochrome P4507. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",NOT_ACCURATE
"remdesivir (inhibitor of RNA-dependent RNA polymerase, (<|cit|>)) [SEP] Remdesivir (RDV, GS-5734) is a broad-spectrum antiviral nucleotide prodrug with potent in vitro antiviral activity against a diverse panel of RNA viruses such as Ebola virus (EBOV), Marburg, MERS-CoV, SARS-CoV, respiratory syncytial virus (RSV), Nipah virus (NiV), and Hendra virus16–18. The mechanism of RDV’s anti-MERS-CoV activity is likely through premature termination of viral RNA transcription as shown in biochemical assays using recombinant EBOV, NiV, and RSV polymerases18–20. Remdesivir (RDV, GS-5734) is a broad-spectrum antiviral nucleotide prodrug with potent in vitro antiviral activity against a diverse panel of RNA viruses such as Ebola virus (EBOV), Marburg, MERS-CoV, SARS-CoV, respiratory syncytial virus (RSV), Nipah virus (NiV), and Hendra virus16–18.",IRRELEVANT
"However, when remdesivir was combined with IFN-β, the results shown were superior to lopinavir, ritonavir, and IFN-β both in vitro and in a MERS-CoV mouse model.[<|cit|>] [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. In mice, both prophylactic and therapeutic RDV improve pulmonary function and reduce lung viral loads and severe lung pathology. In contrast, prophylactic LPV/RTV-IFNb slightly reduces viral loads without impacting other disease parameters. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",ACCURATE
"Remdesivir has broad-spectrum antiviral activity against SARS-CoV, SARS-CoV-2, and MERS-CoV in cell culture.<|other_cit|> The antiviral efficacy was further confirmed in MERS-CoV infection mouse and rhesus macaque models.<|multi_cit|> [SEP] NO EVIDENCE",IRRELEVANT
"In MERS, the combination of Ribavirin and Interferon-b has shown increased in-vitro antiviral activity compared to LPV/r <|cit|>. [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. 1b, c). Thus, the SI for LPV and RTV was > 4.3 and > 2, respectively. Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV",ACCURATE
"coronavirus disease 2019 (COVID-19) pandemic, originating in Wuhan, China, is rapidly and continuously spreading globally and can result in serious significant respiratory morbidity and mortality [<|other_cit|>]. The responsible agent, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is an enveloped RNA virus of the Coronaviridae virus family. Human-to-human transmission occurs through respiratory droplets or contaminated surfaces [<|other_cit|>]. The average incubation period is 5 days, but ranges from 1 to 14 days. Most patients present with mild respiratory tract infection, most commonly characterised by fever (82%) and cough (81%). Severe pneumonia and acute respiratory distress syndrome (ARDS) have been described in 14% of the reported cases, and the overall mortality is around 2% [<|cit|>]. [SEP] NO EVIDENCE",IRRELEVANT
"It has been noted in the previously published literature that IFN-I treatment has activity against MERS-CoV and SARS-CoV.[<|other_cit|>] It has been investigated in numerous experiments both in vitro and in vivo.[<|cit|>] [SEP] Since IFNb was shown to be the most potent against MERS-CoV when comparing the antiviral activity of multiple type I and type II interferons in Vero cells, IFNb was selected to use in the MIRACLE trial8,10. Mirroring the MIRACLE trial, we delivered IFNb subcutaneously every other day, which failed to reduce MERS-CoV viral loads and appeared to exacerbate disease in mice.",NOT_ACCURATE
"Remdesivir and IFN-β1β appear to have superior antiviral activity to lopinavir and remdesivir in vitro for the Middle East respiratory syndrome (MERS) coronavirus but whether this is the case for SARS-CoV-2 remains to be determined [<|cit|>]. [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",NOT_ACCURATE
Other currently available potent antiviral agents and their combinations repurposed for COVID-19 treatment are also widely used[<|multi_cit|>]. [SEP] NO EVIDENCE,IRRELEVANT
"Remdesivir is a novel ribonucleic acid analog under development that is superior to Lopinavir/Ritonavir in combination with interferon-beta in the treatment of MERS-CoV.[<|cit|>] [SEP] Here, we show that remdesivir (RDV) and IFNb have superior antiviral activity to LPV and RTV in vitro. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia. Remdesivir (RDV, GS-5734) is a broad-spectrum antiviral nucleotide prodrug with potent in vitro antiviral activity against a diverse panel of RNA viruses such as Ebola virus (EBOV), Marburg, MERS-CoV, SARS-CoV, respiratory syncytial virus (RSV), Nipah virus (NiV), and Hendra virus16–18. Remdesivir (RDV, GS-5734) is a broad-spectrum antiviral nucleotide prodrug with potent in vitro antiviral activity against a diverse panel of RNA viruses such as Ebola virus (EBOV), Marburg, MERS-CoV, SARS-CoV, respiratory syncytial virus (RSV), Nipah virus (NiV), and Hendra virus16–18. The mechanism of RDV’s anti-MERS-CoV activity is likely through premature termination of viral RNA transcription as shown in biochemical assays using recombinant EBOV, NiV, and RSV polymerases18–20.",ACCURATE
"In mice, remdesivir improved pulmonary function with lower viral loads in the lungs both as a prophylactic and as a therapeutic<|multi_cit|>. [SEP] In mice, both prophylactic and therapeutic RDV improve pulmonary function and reduce lung viral loads and severe lung pathology. In normal healthy mock-infected control mice (Fig. 3b), the alveolar air spaces are free of debris and inflammatory cells, the walls (i.e., septae) of the alveolar sac are thin which facilitates efficient gas exchange and rare neutrophils in circulation are seen in the capillaries within alveolar septae, but not in the air spaces.",ACCURATE
"other antivirals like remdesivir and ribavirin, which was reported to be effective against MERS-CoV in both in vitro and in vivo [<|multi_cit|>] studies [SEP] NO EVIDENCE",IRRELEVANT
"Medical waste generated by patients diagnosed with or suspected to have COVID-19, including the domestic waste of these patients, should be managed as infectious medical waste and strictly disposed in accordance with relevant regulations.[<|cit|>] [SEP] NO EVIDENCE",IRRELEVANT
"lopinavir–ritonavir (LPV/r) in 2000 to assist in the treatment against the HIV virus <|other_cit|> . Subsequently, some studies have evaluated the use of LPV/r against SARS-CoV and MERS-CoV. Most of these studies did not show satisfactory results with regard to reducing viral replication or any clinical improvement <|other_cit|> ,  <|other_cit|> . However, other studies have shown in vitro and in vivo activity of LPV/r when it was combined with other drugs (ribavirin and interferon [IFN] alfa or beta) in combating these betacoronaviruses <|other_cit|> ,  <|multi_cit|> ,  <|other_cit|> . [SEP] In contrast, prophylactic LPV/RTV-IFNb slightly reduces viral loads without impacting other disease parameters. Therapeutic LPV/RTV-IFNb improves pulmonary function but does not reduce virus replication or severe lung pathology. There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia.",ACCURATE
"The initial studies with SARS and MERS revealed certain agents that could effectively inhibit coronaviruses at achievable concentrations in cell or animal models [<|multi_cit|>]. [SEP] Thus, we provide in vivo evidence of the potential for RDV to treat MERS-CoV infections. Therapeutic LPV/RTV-IFNb improves pulmonary function but does not reduce virus replication or severe lung pathology. In primary human lung epithelial cell cultures, RDV is potently antiviral against circulating contemporary human CoVs, SARS-CoV (EC50 = 0.07 µM), MERS-CoV (EC50 = 0.07 µM), and related zoonotic bat CoVs17,21. We recently reported that therapeutic RDV improves disease outcomes and reduces viral loads in SARS-CoV-infected mice17.",NOT_ACCURATE
"The emergence of the group 2b SARS-CoV-2 in Wuhan, China SADS-CoV demonstrated the predictive utility of using primary human lung cells, receptor interaction, and antigenic studies to predict the preepidemic potential of novel zoonotic viruses, and then use this recombinantly derived collection of viruses to identify readily available drugs for comp<|multi_cit|>). [SEP] NO EVIDENCE",IRRELEVANT
